item_id,title,pict_url,category,brand_id,seller_id
30,2014 秋冬新款 显 瘦 宽松   中长款 针织开衫     毛衣   外套 针织衫 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1jnwnFVXXXXXLXVXXXXXXXXXX_!!0-item_pic.jpg,2-5,null,s81
107,2014 早秋 新款 女装 修身 长袖秋装 连衣裙   风衣 休闲套装 秋季 套装裙 ,http://img01.taobaocdn.com/bao/uploaded/i4/15437028253241873/T1VqTaFcxcXXXXXXXX_!!0-item_pic.jpg,2-10,null,s200
111,2014 秋冬新款 女装 女士 外 穿 打底裤 加厚 纯色 显 瘦 长 裤子 九 分 纯棉 大码 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB1sYVoGXXXXXcUXXXXXXXXXXXX_!!0-item_pic.jpg,2-3,b123,s201
297,2014 春秋装 新款针织衫 外 搭 毛衣 女 韩 范 开衫 长袖 短款 潮 女装外套 厚 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1ZcGYFVXXXXb4XXXXXXXXXXXX_!!0-item_pic.jpg,2-5,null,s202
38,2014 秋装 早秋 新款 套装 女装 韩版 时尚 大码 修身 长袖 女 两件套连衣裙 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB1mmHYGpXXXXXbXpXXXXXXXXXX_!!0-item_pic.jpg,2-10,b4,s203
363,2014 糖果色 外 穿 打底裤 九分裤 薄款 秋冬 小脚裤 弹力铅笔裤 长裤 女 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB19f1bFVXXXXbIXFXXXXXXXXXX_!!0-item_pic.jpg,2-3,null,s204
494,大码 小衫 女 秋衣 外 穿 长款 包臀打底衫 女 秋季 韩版 潮 女装上衣 长袖t恤 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1P_q_FVXXXXbIXpXXXXXXXXXX_!!0-item_pic.jpg,2-7,null,s205
378,包邮 秋装 韩版 百搭 莫代尔 小吊带 背心 性感抹胸 纯棉 女式打底衫 背心 女 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1saoWFFXXXXX4XXXXXXXXXXXX_!!0-item_pic.jpg,2-19,null,s206
419,秋冬款打底裤 外 穿 秋 2014 新 纯棉 加厚 加绒打底裤 女 莫代尔 显 瘦 小脚裤 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB1KkZdGXXXXXb9XXXXXXXXXXXX_!!0-item_pic.jpg,2-3,null,s207
209,秋装 厚 棉麻 男裤 韩版 修身 男士休闲裤 直筒 男 裤子 小脚 男装长裤 大码 潮 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1v6PaFVXXXXbLaXXXXXXXXXXX_!!0-item_pic.jpg,1-2,b124,s208
153,简 木 男装   2014 秋装 新款休闲裤 男   男士 修身 小 直筒裤   欧美 男裤   长裤 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1meJbFVXXXXXRXFXXXXXXXXXX_!!0-item_pic.jpg,1-2,b125,s209
54,夏季 仿牛仔裤 打底裤 薄 九分裤 大码 外 穿 打底裤 紧身 长裤 女 大码打底裤 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB1AmzwGXXXXXcmXpXXXXXXXXXX_!!0-item_pic.jpg,2-3,null,s210
154,2014 秋 东 新款 韩版 大码女装 上衣 纯棉t恤 白色 修身 加绒 打底衫 女 长袖 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1LH8cGFXXXXXCXpXXXXXXXXXX_!!0-item_pic.jpg,2-7,null,s89
137,秋季 男士夹克 外套 男装 休闲 薄 2014 春秋装 新款 韩版 修身 青年 jacket 潮 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1ETBcFVXXXXbvXFXXXXXXXXXX_!!0-item_pic.jpg,1-6,b126,s211
86,特 贝 凡 西 秋装 新款 修身 男士休闲裤 男装 小脚 男 裤子 韩版直筒长裤 男 潮 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1UQ4nGFXXXXbLXVXXXXXXXXXX_!!0-item_pic.jpg,1-2,b27,s44
132,春秋装 新款 韩版毛衣 2014 针织外套 短款针织衫 女 开衫 薄 防晒 空调 衫 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB13CnGFVXXXXXaXFXXXXXXXXXX_!!0-item_pic.jpg,2-5,b127,s212
430,E 3054 - 2014 新款 秋款 女裤 韩版 修身 显 瘦 哈伦 裤 休闲裤 长裤 小脚 裤子 潮 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB1rAKqGXXXXXXMXXXXXXXXXXXX_!!0-item_pic.jpg,2-2,null,s213
338,9.9 包邮 男士短袖T恤 2014 新款 韩版 修身 林 弯 弯 夏季 潮牌 衣服 半袖 男装 ,http://img01.taobaocdn.com/bao/uploaded/i3/T1lmpAFO8cXXXXXXXX_!!0-item_pic.jpg,1-7,b9,s214
505,2014 秋装 新款 女装 显 瘦 小脚 打底裤 休闲裤 糖果色铅笔 裤子 女裤 长裤 潮 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1JHvKGXXXXXXjXXXXXXXXXXXX_!!0-item_pic.jpg,2-2,b128,s215
401,欧比森 冬款 纯色 长袖 保暖 白 衬衫 男士 商务 休闲 加绒 加厚 职业 工装衬衣 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1kRuwGpXXXXbKXXXXXXXXXXXX_!!0-item_pic.jpg,1-9,b61,s102
295,路口 2014 秋季 新款   休闲 宽松 哈伦 牛仔裤   女 小脚 弹力长裤 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1UttbGXXXXXauaXXXXXXXXXXX_!!0-item_pic.jpg,2-4,b129,s216
62,2014 秋装 新款 青少年 男士 长袖t恤衫 韩版 潮 圆领 修身 打底 T 桖 衣服 男装 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1kv9HGpXXXXbpXXXXXXXXXXXX_!!0-item_pic.jpg,1-7,b9,s217
215,秋款打底裤 外 穿 2014 新 纯棉 莫代尔 加绒 秋冬季 大码 显 瘦 小脚 长裤 加厚 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1nSqEGpXXXXa4XXXXXXXXXXXX_!!0-item_pic.jpg,2-3,b130,s218
507,2014 新 秋冬款 加厚 加绒打底裤 外 穿 女士 显 瘦 七彩 棉裤 小脚裤 铅笔 裤子 ,http://img01.taobaocdn.com/bao/uploaded/i2/T1lGwBFbVcXXXXXXXX_!!0-item_pic.jpg,2-3,b131,s219
16,越 度 龙 2014 春秋装 新款 纯白色 长袖衬衫 男士 韩版 休闲 修身长袖衬衣 潮 ,http://img01.taobaocdn.com/bao/uploaded/i2/T1Boz3FK8XXXXXXXXX_!!1-item_pic.gif,1-9,b132,s220
534,2014 新款 女士 大码 秋冬 外 穿 打底裤 弹力小脚裤 长 裤子 加绒 加厚打底裤 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB15nlsGpXXXXbnXXXXXXXXXXXX_!!0-item_pic.jpg,2-3,b133,s221
386,女士 加绒打底裤 外 穿 秋 2014 新 秋冬款 保暖裤 黑色 七彩 棉 小脚裤 连裤袜 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB1zEUgGpXXXXaEXVXXXXXXXXXX_!!0-item_pic.jpg,2-3,b134,s222
515,Afs   Jeep 战地 吉普 羽绒服 男装 冬 新款 修身 加厚 短款 男士羽绒服 外套 潮 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1X86GGXXXXXX1XXXXXXXXXXXX_!!0-item_pic.jpg,1-25,b135,s223
315,2014 秋冬季 装 新款 大码女装 潮 上衣 韩版 修身 中长款 打底衫 女 长袖t恤 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1WdAeGXXXXXcfXpXXXXXXXXXX_!!0-item_pic.jpg,2-7,null,s148
141,糖果色铅笔裤 女裤 秋季 显 瘦 修身小脚裤 弹力 牛仔 韩版 彩色 休闲 长 裤子 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1DkpoFVXXXXb_XFXXXXXXXXXX_!!0-item_pic.jpg,2-2,b136,s224
468,优 臣 品 2014 新 秋款打底裤   外 穿 薄款打底裤   女士打底裤 秋 九 分 长 裤子 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB1nJq6GXXXXXc9XXXXXXXXXXXX_!!0-item_pic.jpg,2-3,b137,s225
328,2014 新款 秋冬女装 修身 显 瘦 韩版 呢子 裙 长袖 两件套 加厚 毛呢连衣裙 子 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB1D7lcGXXXXXX5XXXXXXXXXXXX_!!2-item_pic.png,2-10,null,s226
83,2014 早秋 新款 欧 货 时尚 潮 金丝 卫衣 天鹅绒 运动休闲服 春秋季 套装 女士 ,http://img01.taobaocdn.com/bao/uploaded/i4/T1JtFwFytjXXXXXXXX_!!0-item_pic.jpg,2-15,b138,s227
123,春 夏装 仿牛仔打底裤 铅笔裤 九分裤 高弹力 紧身小脚裤 薄款 裤子 女 外 穿 ,http://img01.taobaocdn.com/bao/uploaded/i2/T14bcGFtXiXXXXXXXX_!!0-item_pic.jpg,2-3,null,s228
523,莱玛杰斯 男装 秋冬 加绒 加厚牛仔裤 男士 休闲 牛仔 长 裤子 男 直筒 韩版 潮 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB1biZ3FFXXXXc8XpXXXXXXXXXX_!!0-item_pic.jpg,1-4,b139,s229
310,USIGSX 秋季 新款 男士牛仔裤   男 修身 直筒 韩版 潮   休闲男装 大码 长 裤子 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB1p_xFGXXXXXb9XVXXXXXXXXXX_!!0-item_pic.jpg,1-4,b140,s230
9,逸阳 女裤 2014 秋款 大码女装 女士牛仔裤   女   小脚裤 显 瘦 长 裤子 0680 X ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1.sOgFVXXXXbhaXXXXXXXXXXX_!!0-item_pic.jpg,2-4,b141,s231
555,包邮 2014 秋装 新款 女士 白 衬衫 韩版 大码 长款 宽松 休闲 棉麻 长袖衬衣 女 ,http://img01.taobaocdn.com/bao/uploaded/i3/T1LS8zFxRlXXXXXXXX_!!0-item_pic.jpg,2-9,b142,s232
294,2014 秋装   新款 女装 韩版 甜美 网纱刺绣 灯笼袖 长袖 打底连衣裙   加大码 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB1HR8sGXXXXXc4aXXXXXXXXXXX_!!0-item_pic.jpg,2-10,null,s233
407,婻 - t580   韩版 2014 新款 秋装女装 连帽 糖果色 蝙蝠 袖套 头 针织衫 H - 14 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB1yHnzGpXXXXalXpXXXXXXXXXX_!!0-item_pic.jpg,2-5,null,s234
243,满 速 秋季 男士衬衫 白 男 长袖衬衣 商务 休闲 免烫 正装 男 修身 韩版 男装 潮 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1r.2HGXXXXXbEXXXXXXXXXXXX_!!0-item_pic.jpg,1-9,b143,s235
402,9.9 包邮 女装 秋季长袖T恤 新款 韩版 纯棉打底衫 中学生 短袖t恤 小衫 潮 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB16AR9GXXXXXbTXpXXXXXXXXXX_!!0-item_pic.jpg,2-7,null,s236
421,2014 秋装 新款外套 韩版 中长款 圆领 简约 宽松 针织毛衣 开衫 秋冬装   女 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1vA7rFVXXXXX1XXXXXXXXXXXX_!!0-item_pic.jpg,2-11,b144,s237
292,2014 秋冬新款 大码女装 长袖t恤 女款 加绒 中长款 打底衫 韩版 宽松上衣 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1hbYJFVXXXXa3XFXXXXXXXXXX_!!0-item_pic.jpg,2-7,b145,s238
465,包邮   打底裤 安全裤 防 走光 冰丝 三 分   女   夏季 薄款 蕾丝边 大码 保险 裤 ,http://img01.taobaocdn.com/bao/uploaded/i3/T1z6ZEFsXaXXXXXXXX_!!0-item_pic.jpg,2-3,null,s239
553,卡朗尼 2014 秋装 新款 男士 格子衬衫   男 长袖 休闲 磨毛 情侣衬衣 韩版 潮 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB1R45DFVXXXXc3XVXXXXXXXXXX_!!0-item_pic.jpg,1-9,b146,s240
234,2014 秋冬 韩版 加绒 青少年 牛仔裤 男生 潮 男装 弹力 修身 男士 小脚裤 长裤 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB1.XlTFVXXXXcmXXXXXXXXXXXX_!!0-item_pic.jpg,1-4,b147,s241
190,2014 大码女装 两 件 外 早秋 新款 套装 气质 韩版 长袖 背心 秋装连衣裙 显 瘦 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1_l9dGXXXXXcfXVXXXXXXXXXX_!!0-item_pic.jpg,2-10,b4,s242
31,2014 春秋季 女装 新款时尚 气质 显 瘦 收腰 职业 长袖连衣裙 子 小外套 韩版 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1eyqwGXXXXXXfXpXXXXXXXXXX_!!0-item_pic.jpg,2-10,b4,s243
32,圣 贝琪 雪纺 长袖 大码女装 雪纺衫 女 长袖蕾丝衫 秋季 蕾丝打底衫 女 上衣 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB1rkASGXXXXXXoXXXXXXXXXXXX_!!0-item_pic.jpg,2-12,null,s244
335,远东   秋装 男士 长袖衬衫 韩版 休闲衬衣 男 长袖格子衬衫 男 长袖 潮 男装 ,http://img01.taobaocdn.com/bao/uploaded/i1/T1fIWGFvRgXXXXXXXX_!!0-item_pic.jpg,1-9,b148,s245
271,秋季 深色牛仔裤 男 直筒 修身 大码 休闲 男士牛仔裤 韩版 长 裤子 男装 宽松 ,http://img01.taobaocdn.com/bao/uploaded/i4/T1ARgeFyVXXXXXXXXX_!!0-item_pic.jpg,1-4,b75,s246
159,29.9 元 优 鲨 秋款 男士保暖衬衫 磨毛 长袖衬衫 男装 休闲格子衬衣 大码 潮 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB19qh8GXXXXXbUXFXXXXXXXXXX_!!0-item_pic.jpg,1-9,b149,s247
307,19 包邮 秋 外 穿 夏 打底裤 显 瘦高 弹力 女士紧身裤 铅笔裤 9.9 小脚 黑色 裤 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1NNqVGXXXXXXhXXXXXXXXXXXX_!!0-item_pic.jpg,2-3,b150,s248
70,2014 秋装 新款 女装 糖果 彩色 小脚 铅笔裤 韩版 显 瘦 修身 休闲 长 裤子 女裤 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB1XXttGXXXXXX0XVXXXXXXXXXX_!!0-item_pic.jpg,2-2,b151,s249
498,麻豆 中长款 牛仔衬衫 女 长袖   2014 秋装 bf 风 衬衣 外套   韩版 宽松 寸 衫 G8 ,http://img01.taobaocdn.com/bao/uploaded/i4/T1EaJqFKhcXXXXXXXX_!!0-item_pic.jpg,2-9,null,s250
287,早秋 不规则 下摆 一字领 短款 披肩式 针织 T + 弹力 波浪 半身短裙 两件套装 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB1L.U9FVXXXXXjXVXXXXXXXXXX_!!0-item_pic.jpg,2-22,null,s251
420,包邮 2014 春季 新款 韩版 包扣 卷边 针织衫 女 开衫 长袖 V领 短款开衫 外套 ,http://img01.taobaocdn.com/bao/uploaded/i3/T1bRpzFxFXXXXXXXXX_!!0-item_pic.jpg,2-5,null,s252
71,2014 秋款 男士卫衣 外套 青少年 春秋 连帽 韩版开衫 学生 衣服 卫衣   男   潮 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1_RDgFVXXXXbaXXXXXXXXXXXX_!!0-item_pic.jpg,1-16,b152,s253
359,2014 秋季 新款 蕾丝 钩花 打底裤 女   韩版 弹力 显 瘦 小脚裤 外 穿 打底裤 潮 ,http://img01.taobaocdn.com/bao/uploaded/i1/T1yl1.FzBaXXXXXXXX_!!0-item_pic.jpg,2-3,b153,s254
79,玛兰西卡   秋装 纯棉 灯芯绒 保暖衬衫   男   长袖 休闲 拼接 男士 修身衬衣 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1YMF4GXXXXXXwaXXXXXXXXXXX_!!0-item_pic.jpg,1-9,b51,s82
355,AFRS 大码女装 哈伦 裤 女 2014 秋装 新款 韩版 潮 休闲长裤 显 瘦 小脚 女 裤子 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB1OlbbFVXXXXalXXXXXXXXXXXX_!!0-item_pic.jpg,2-2,b154,s255
288,秋冬季 2014 女装 休闲 早秋 新款 套装 大码女装 针织毛衣 长袖秋装 连衣裙 ,http://img01.taobaocdn.com/bao/uploaded/i3/17766026995929023/T1fdOuFc8XXXXXXXXX_!!0-item_pic.jpg,2-10,null,s256
151,仙 莎 小 黑裙 赫本 2014 新款连衣裙 修身 显 瘦 韩版 收腰 小 香 风 小黑 连衣裙 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB1YNJiGpXXXXc2XXXXXXXXXXXX_!!0-item_pic.jpg,2-10,b155,s257
175,MJX 2014 秋季 新款 男士 格子衬衫   男   长袖 休闲 磨毛 情侣衬衣 男装 修身 ,http://img01.taobaocdn.com/bao/uploaded/i3/T1SoemFztiXXXXXXXX_!!0-item_pic.jpg,1-9,b156,s258
49,加厚 加绒 V领 打底衫 2014 秋冬新款 大码女装 韩版 修身长袖T恤 蕾丝 纯棉 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB12UHcFVXXXXcMXXXXXXXXXXXX_!!0-item_pic.jpg,2-7,null,s259
376,加 洲 虎 2014 秋季 新款衬衫 男 长袖 修身 磨毛 休闲 时尚 格子 男士保暖衬衫 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1.eCOGXXXXXbsXVXXXXXXXXXX_!!0-item_pic.jpg,1-9,b157,s260
275,春秋装 男士衬衫 外套 男式 纯棉衬衣 男 修身 格子 精纺 寸 衬衫 男 长袖 大码 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB1920XGXXXXXaCXXXXXXXXXXXX_!!0-item_pic.jpg,1-9,b158,s261
157,艾米 恋 女士吊带背心 新款   糖果色 U 领 修身吊带衫   大码 打底 工字背心 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB15PHfFVXXXXbXXVXXXXXXXXXX_!!0-item_pic.jpg,2-19,b159,s262
449,秋冬 韩版 假两件 外 穿 棉 打底 裤裙 冬 包臀 百褶 拉链 显 瘦 大码 裙 裤子 女 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB1Z1ZJFVXXXXbxaXXXXXXXXXXX_!!0-item_pic.jpg,2-3,b160,s263
100,男士 圆领短袖t恤衫 休闲 韩版 潮 男装 印花 棉T恤衫 文化衫 字母 打底衫 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB1.aAZFFXXXXbDXXXXXXXXXXXX_!!0-item_pic.jpg,1-7,b161,s264
194,欧洲站 2014 早秋 新款 套装 大码 女 时尚 气质 休闲套装 长袖 秋季套装   潮 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1BjXSGXXXXXb9XpXXXXXXXXXX_!!0-item_pic.jpg,2-15,null,s265
381,女士打底裤 2014 秋冬新款 大码女装 显 瘦 外 穿 打底裤 长裤 加厚 小脚 裤子 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1X7ykGpXXXXc0XXXXXXXXXXXX_!!0-item_pic.jpg,2-3,b162,s266
255,2014 秋冬款 加绒 加厚 外 穿 打底裤 女士 大码女装 高腰 显 瘦 九 分 小脚 长裤 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB16sWpGpXXXXbzXpXXXXXXXXXX_!!0-item_pic.jpg,2-3,b163,s267
284,2014 秋季 新款 韩版 弹力牛仔裤 显 瘦 长裤 大码女装 糖果色铅笔 小脚 裤子 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1STTHFVXXXXayXFXXXXXXXXXX_!!0-item_pic.jpg,2-4,b164,s268
530,2014 秋季 新款 纯棉 HM 莫代尔 女 修身 黑色打底衫   弹力 显 瘦 长袖t恤 包邮 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB1yeLyFFXXXXaDXFXXXXXXXXXX_!!0-item_pic.jpg,2-7,b165,s269
78,欧洲站 2014 韩版 女装 新款 中袖上衣 宽松 大码 t 条纹T恤 女式秋装 打底衫 ,http://img01.taobaocdn.com/bao/uploaded/i3/T1ECHSFutlXXXXXXXX_!!0-item_pic.jpg,2-7,null,s270
118,Kuziman 秋装 男裤 修身休闲裤 男士 直筒休闲长裤 小脚裤 潮 青少年 裤子 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB1SoIZGXXXXXbxXpXXXXXXXXXX_!!0-item_pic.jpg,1-2,b166,s271
92,2014 春秋 新款 破洞 大码 中长款 牛仔外套 女 韩版 长袖 宽松 潮 款 牛仔上衣 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB16091GXXXXXbQXVXXXXXXXXXX_!!0-item_pic.jpg,2-14,null,s272
318,短款 露脐背心 女   修身 小 内搭 抹胸   瑜伽 运动背心 夏莫代尔 打底 吊带衫 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB1mqGWFVXXXXXAXFXXXXXXXXXX_!!0-item_pic.jpg,2-19,null,s273
40,和 家 缘 中老年女装 秋装外套 妈妈 秋装外套 40 - 50 岁 中年女装 长袖外套 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB1cwm4GXXXXXbuXFXXXXXXXXXX_!!0-item_pic.jpg,2-13,b167,s274
473,2014 新 秋季 高腰 外 穿 打底裤 女 薄款 显 瘦 弹力 九 分 长裤 铅笔小脚裤 大码 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB1MT9rFVXXXXbtXVXXXXXXXXXX_!!0-item_pic.jpg,2-3,b168,s275
11,秋款打底裤 外 穿 冬 2014 新 侧边 竖条纹 加绒 加厚 显 瘦 运动裤 女 小脚 长裤 ,http://img01.taobaocdn.com/bao/uploaded/i2/T1eDpiFPhaXXXXXXXX_!!0-item_pic.jpg,2-3,b169,s276
353,2014 新款 大码女装 外 穿 长裤 女士 秋款 高腰 保暖 小脚裤 加厚 加绒打底裤 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1ydu8GpXXXXbEXXXXXXXXXXXX_!!0-item_pic.jpg,2-3,null,s277
21,春秋装 新款 薄款 连帽外套 男装 秋季 青少年 修身 韩版 男版 薄款 夹克衫 潮 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1sio4GpXXXXaHXpXXXXXXXXXX_!!0-item_pic.jpg,1-6,b9,s278
394,舒雅 秋装 新款 2014 女装 韩版 简约 圆领 宽松 中长款 针织衫 开衫毛衣外套 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB185r2GXXXXXbzXXXXXXXXXXXX_!!0-item_pic.jpg,2-5,b170,s279
327,慕 尚 名媛 秋装 新款 2014 & amp ; 韩版针织衫 外套   毛衣 开衫   宽松 斗篷 披肩 女 ,http://img01.taobaocdn.com/bao/uploaded/i1/T1vpOOFqxgXXXXXXXX_!!0-item_pic.jpg,2-5,b171,s280
133,2014 新 秋装牛仔裤 女 长裤 韩版 潮 修身 弹力 显 瘦 女士 铅笔小脚裤 女 紧身 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB1j2NHFVXXXXXMXVXXXXXXXXXX_!!0-item_pic.jpg,2-4,b172,s281
130,2014 春装 新款 韩版 女式上衣 雪纺衫 长袖 蕾丝打底衫 修身 网纱 小衫 T恤 ,http://img01.taobaocdn.com/bao/uploaded/i1/T14j7mFqJeXXXXXXXX_!!0-item_pic.jpg,2-12,b173,s282
52,2014 秋装新款连衣裙   韩版 秋冬 长袖针织毛衣 假两件 碎花连衣裙 女装 ,http://img01.taobaocdn.com/bao/uploaded/i2/T1645qFE0cXXXXXXXX_!!0-item_pic.jpg,2-10,null,s283
160,衣 百诺 2014 早秋 新款 大码 金丝 天鹅绒 运动休闲服 套装 卫衣 女 春秋季 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1Lpz0FVXXXXXFXVXXXXXXXXXX_!!0-item_pic.jpg,2-15,b174,s284
64,玖 戈斯 男装 秋冬装 男士 长袖t恤   休闲 拼接t恤 韩版 修身 男 时尚 打底衫 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB1ZTMlGpXXXXcuXVXXXXXXXXXX_!!0-item_pic.jpg,1-7,b175,s285
120,冬季 大码 踩脚 女士 加绒 加厚 外 穿 打底 裤袜 秋冬款 春秋款 9.9 保暖长裤 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB1PD0TGXXXXXXkXVXXXXXXXXXX_!!0-item_pic.jpg,2-3,b176,s286
115,高腰 加绒 加厚 女士打底裤 外 穿 秋 2014 新 秋冬款 紧身 冬季女裤 长 保暖裤 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB1WF77FVXXXXavXVXXXXXXXXXX_!!0-item_pic.jpg,2-3,b177,s287
44,特 贝 凡 西   男装 秋冬装 男士 长袖t恤   韩版 修身 加厚 V领 打底衫 纯色 衣服 ,http://img01.taobaocdn.com/bao/uploaded/i3/12867030382408967/T1cv51FXddXXXXXXXX_!!0-item_pic.jpg,1-7,b27,s44
549,2014 秋 女装 新款 韩版 彩色 糖果色铅笔裤 白色 弹力 牛仔 女 小脚 裤子 大码 ,http://img01.taobaocdn.com/bao/uploaded/i2/TB1vJD4FVXXXXcrXXXXXXXXXXXX_!!0-item_pic.jpg,2-4,b123,s201
74,满 速   秋季 厚 款   男士 商务西裤 男 免烫 裤子   修身 休闲 韩版 西装裤 男装 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB1Gp3tGpXXXXcdXFXXXXXXXXXX_!!0-item_pic.jpg,1-18,b143,s288
212,缪 佳 新款 显 瘦 紧身牛仔裤 女 小脚裤 韩版 潮 范 铅笔裤 长 裤子 大码女装 秋 ,http://img01.taobaocdn.com/bao/uploaded/i3/T1V0hHFP0lXXXXXXXX_!!0-item_pic.jpg,2-4,b178,s289
337,杰森迪亚 2014 新款 男装 夹克 修身 男士外套 韩版 潮 春秋季 大码 夹克衫 薄 ,http://img01.taobaocdn.com/bao/uploaded/i4/T1gylWFjRXXXXXXXXX_!!0-item_pic.jpg,1-6,b179,s290
143,宜 朵 2014 秋装 新款针织衫 毛衣 女 开衫 韩版 短款针织衫 开衫毛衣外套 女 ,http://img01.taobaocdn.com/bao/uploaded/i2/17767034204576209/T1B.V8XvhaXXXXXXXX_!!0-item_pic.jpg,2-5,b180,s291
522,满 速   初秋 厚 款   男士商务休闲裤   直筒 修身 长 裤子   纯棉 韩版 免烫男裤 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1zbj5GpXXXXaiXVXXXXXXXXXX_!!0-item_pic.jpg,1-2,b143,s235
268,秋季 新款 女装 修身 小吊带 内搭 性感 显 瘦 打底衫 外 穿 短款针织背心   女 ,http://img01.taobaocdn.com/bao/uploaded/i3/T1y7JaFMNeXXXXXXXX_!!0-item_pic.jpg,2-19,null,s292
4,2014 新款 秋冬 外 穿 仿皮 打底裤 小脚裤 韩版 显 瘦 皮裤 女 紧身 长裤 潮 大码 ,http://img01.taobaocdn.com/bao/uploaded/i1/TB15U_eFVXXXXcPXXXXXXXXXXXX_!!0-item_pic.jpg,2-3,b181,s293
177,包邮   2014 新款 大码女装 外 穿 长裤 女士 秋款 高腰 保暖 小脚裤 打底裤 ,http://img01.taobaocdn.com/bao/uploaded/i3/TB1.4QcGXXXXXbWXFXXXXXXXXXX_!!0-item_pic.jpg,2-3,b182,s294
436,2014 夏装 新款 翻领T恤 男装 半袖 纯棉polo衫 潮 男士短袖t恤 男 韩版 修身 ,http://img01.taobaocdn.com/bao/uploaded/i4/TB1ryglGpXXXXX2aXXXXXXXXXXX_!!0-item_pic.jpg,1-7,b183,s295
